date,value
2022-07-17,0.0
2022-07-18,0.01
2022-07-19,0.0
2022-07-20,0.0
2022-07-21,0.0
2022-07-22,0.0
2022-07-23,0.0
2022-07-24,0.09
2022-07-25,0.18
2022-07-26,0.0
2022-07-27,0.0
2022-07-28,0.01
2022-07-29,0.0
2022-07-30,0.0
2022-07-31,0.0
2022-08-01,0.09
2022-08-02,0.0
2022-08-03,0.0
2022-08-04,0.0
2022-08-05,0.02
2022-08-06,0.04
2022-08-07,0.0
2022-08-08,0.0
2022-08-09,0.0
2022-08-10,0.02
2022-08-11,0.0
2022-08-12,0.83
2022-08-13,1.6
2022-08-14,0.0
2022-08-15,0.0
2022-08-16,0.0
2022-08-17,0.0
2022-08-18,0.0
2022-08-19,0.03
2022-08-20,0.0
2022-08-21,0.11
2022-08-22,0.02
2022-08-23,0.08
2022-08-24,0.0
2022-08-25,0.0
2022-08-26,0.01
2022-08-27,0.03
2022-08-28,0.0
2022-08-29,0.0
2022-08-30,0.43
2022-08-31,0.08
2022-09-01,0.0
2022-09-02,0.01
2022-09-03,0.05
2022-09-04,0.01
2022-09-05,0.01
2022-09-06,0.0
2022-09-07,0.0
2022-09-08,0.06
2022-09-09,0.24
2022-09-10,0.0
2022-09-11,0.09
2022-09-12,3.42
2022-09-13,0.61
2022-09-14,0.11
2022-09-15,0.09
2022-09-16,0.03
2022-09-17,0.0
2022-09-18,0.97
2022-09-19,0.02
2022-09-20,0.0
2022-09-21,0.0
2022-09-22,0.07
2022-09-23,0.0
2022-09-24,0.0
2022-09-25,0.3
2022-09-26,0.02
2022-09-27,0.17
2022-09-28,1.32
2022-09-29,1.7900000000000005
2022-09-30,0.18
2022-10-01,0.23
2022-10-02,0.5700000000000001
2022-10-03,0.07
2022-10-04,0.0
2022-10-05,0.0
2022-10-06,0.01
2022-10-07,0.05
2022-10-08,0.01
2022-10-09,0.13
2022-10-10,0.07
2022-10-11,0.2
2022-10-12,0.0
2022-10-13,0.0
2022-10-14,0.0
2022-10-15,0.0
2022-10-16,0.32
2022-10-17,0.21
2022-10-18,0.06
2022-10-19,1.39
2022-10-20,5.98
2022-10-21,1.6
2022-10-22,0.04
2022-10-23,0.05
2022-10-24,0.11
2022-10-25,0.0
2022-10-26,0.09
2022-10-27,0.02
2022-10-28,0.08
2022-10-29,0.01
2022-10-30,0.04
2022-10-31,0.0
2022-11-01,0.0
2022-11-02,0.01
2022-11-03,0.07
2022-11-04,0.0
2022-11-05,0.01
2022-11-06,0.0
2022-11-07,0.01
2022-11-08,0.11
2022-11-09,5.300000000000001
2022-11-10,0.23
2022-11-22,0.47
2022-11-23,0.17
2022-11-24,0.0
2022-11-25,0.04
2022-11-26,0.05
2022-11-27,0.01
2022-11-28,0.0
2022-11-29,0.44
2022-11-30,9.510000000000002
2022-12-01,5.6000000000000005
2022-12-02,0.04
2022-12-03,4.03
2022-12-04,4.44
2022-12-05,9.21
2022-12-06,0.01
2022-12-07,2.81
2022-12-08,10.400000000000002
2022-12-09,9.5
2022-12-10,0.38
2022-12-11,10.01
2022-12-12,0.09
2022-12-13,2.8
2022-12-14,12.249999999999998
2022-12-15,3.52
2022-12-16,3.18
2022-12-17,0.0
2022-12-18,0.18
2022-12-19,0.28
2022-12-20,2.9300000000000006
2022-12-21,0.02
2022-12-22,0.0
2022-12-23,0.02
2022-12-24,0.09
2022-12-25,0.02
2022-12-26,0.1699999999999999
2022-12-27,0.64
2022-12-28,0.23
2022-12-29,0.01
2022-12-30,0.08
2022-12-31,0.06
2023-01-01,0.08
2023-01-02,0.01
2023-01-03,0.2
2023-01-04,0.39
2023-01-05,0.0
2023-01-06,0.0
2023-01-07,0.55
2023-01-08,12.15
2023-01-09,0.2299999999999999
2023-01-10,0.03
2023-01-11,0.0
2023-01-12,0.08
2023-01-13,0.02
2023-01-14,0.01
2023-01-15,0.0
2023-01-16,8.559999999999999
2023-01-17,14.420000000000002
2023-01-18,0.6699999999999999
2023-01-19,0.08
2023-01-20,1.03
2023-01-21,0.01
2023-01-22,1.01
2023-01-23,0.45
2023-01-24,0.35
2023-01-25,0.5800000000000001
2023-01-26,0.03
2023-01-27,0.01
2023-01-28,1.21
2023-01-29,0.19
2023-01-30,0.88
2023-02-09,0.19
2023-02-10,4.109999999999999
2023-02-11,1.2200000000000002
2023-02-12,0.11
2023-02-13,0.13
2023-02-14,0.19
2023-02-15,0.34
2023-02-16,3.37
2023-02-17,2.25
2023-02-18,0.08
2023-02-19,0.08
2023-02-20,0.08
2023-02-21,0.01
2023-02-22,0.04
2023-02-23,0.01
2023-02-24,0.91
2023-02-25,0.56
2023-02-26,1.2100000000000002
2023-02-27,0.33
2023-02-28,0.27
2023-03-01,0.42
2023-03-02,0.31
2023-03-03,0.02
2023-03-04,0.0
2023-03-05,0.99
2023-03-06,5.66
2023-03-07,0.2
2023-03-08,1.0
2023-03-09,3.98
2023-03-10,0.04
2023-03-11,0.06
2023-03-12,0.0
2023-03-13,0.0
2023-03-14,0.01
2023-03-18,0.2
2023-03-19,0.07
2023-03-20,0.18
2023-03-21,0.05
2023-03-22,0.0
2023-03-23,0.01
2023-03-24,1.37
2023-03-25,0.0
2023-03-26,0.0
2023-03-27,0.51
2023-03-28,0.1699999999999999
2023-03-29,0.0
2023-03-30,0.2
2023-03-31,0.1
2023-04-01,0.19
2023-04-02,0.07
2023-04-03,1.0
2023-04-04,0.03
2023-04-05,0.55
2023-04-06,0.21
2023-04-07,0.01
2023-04-08,0.1699999999999999
2023-04-09,0.01
2023-04-10,0.11
2023-04-11,2.54
2023-04-12,3.59
2023-04-13,1.34
2023-04-14,0.16
2023-04-15,0.01
2023-04-16,0.84
2023-04-17,0.56
2023-04-18,0.01
2023-04-19,0.04
2023-04-20,0.01
2023-04-21,4.68
2023-04-22,0.8200000000000001
2023-04-23,0.14
2023-04-24,0.05
2023-04-25,0.0
2023-04-26,0.01
2023-04-27,0.0
2023-04-28,0.0
2023-04-29,0.02
2023-04-30,0.12
2023-05-01,0.04
2023-05-02,0.0
2023-05-03,0.82
2023-05-04,0.02
2023-05-05,0.0
2023-05-06,0.63
2023-05-07,0.0699999999999999
2023-05-08,0.05
2023-05-09,0.0
2023-05-10,0.0
2023-05-11,0.1899999999999999
2023-05-12,0.39
2023-05-13,0.68
2023-05-14,0.8800000000000001
2023-05-15,0.24
2023-05-16,0.7200000000000001
2023-05-17,2.22
2023-05-18,0.6300000000000001
2023-05-19,0.24
2023-05-20,1.27
2023-05-21,5.5200000000000005
2023-05-22,10.97
2023-05-23,2.66
2023-05-24,0.0
2023-05-25,0.12
2023-05-26,0.01
2023-05-30,0.37
2023-05-31,0.0
2023-06-01,0.09
2023-06-02,0.08
2023-06-03,0.0
2023-06-04,0.02
2023-06-05,0.0
2023-06-06,0.12
2023-06-07,0.84
2023-06-08,12.37
2023-06-09,1.14
2023-06-10,0.0699999999999999
2023-06-11,0.0
2023-06-12,0.0
2023-06-13,0.02
2023-06-14,0.0
2023-06-15,0.07
2023-06-16,0.01
2023-06-17,0.07
2023-06-18,0.07
2023-06-19,0.01
2023-06-20,0.02
2023-06-21,0.06
2023-06-22,0.12
2023-06-23,0.17
2023-06-24,0.01
2023-06-25,0.13
2023-06-26,0.02
2023-06-27,0.0
2023-06-28,0.0999999999999999
2023-06-29,0.0
2023-06-30,0.02
2023-07-01,0.02
2023-07-02,0.01
2023-07-03,0.05
2023-07-04,0.11
2023-07-05,0.05
2023-07-06,0.01
2023-07-07,0.05
2023-07-08,0.03
2023-07-09,0.05
2023-07-10,0.02
2023-07-11,0.01
2023-07-12,0.13
2023-07-13,0.01
2023-07-14,0.0
2023-07-15,0.01
2023-07-16,0.0
2023-07-17,0.0
2023-07-18,0.06
2023-07-19,0.0
2023-07-20,0.0
2023-07-21,0.15
2023-07-22,0.0
2023-07-23,0.0
2023-07-24,0.37
2023-07-25,0.03
2023-07-26,0.03
2023-07-27,0.01
2023-07-28,0.0
2023-07-29,0.0
2023-07-30,0.0
2023-07-31,0.0
2023-08-01,0.0
2023-08-02,0.0
2023-08-03,0.0
2023-08-04,0.0
2023-08-05,0.0
2023-08-06,0.0
2023-08-07,0.0
2023-08-08,0.0
2023-08-09,0.42
2023-08-10,0.14
2023-08-11,0.0
2023-08-12,0.0
2023-08-13,0.0
2023-08-14,0.0
2023-08-15,0.0
2023-08-16,0.0
2023-08-17,0.0
2023-08-18,0.04
2023-08-19,0.0
2023-08-20,0.0
2023-08-21,0.01
2023-08-22,0.0
2023-08-23,0.09
2023-08-24,0.12
2023-08-25,0.0
2023-08-26,0.0
2023-08-27,0.01
2023-08-28,0.24
2023-08-29,0.0
2023-08-30,0.01
2023-08-31,0.03
2023-09-01,0.0
2023-09-02,1.5
2023-09-03,24.0
2023-09-04,0.0
2023-09-05,0.0
2023-09-06,0.0
2023-09-07,0.0
2023-09-08,0.01
2023-09-09,0.0
2023-09-10,0.0
2023-09-11,0.0
2023-09-12,0.01
2023-09-13,0.0
2023-09-14,0.0
2023-09-15,0.01
2023-09-16,1.05
2023-09-17,0.18
2023-09-18,0.01
2023-09-19,0.0
2023-09-20,0.0
2023-09-21,0.32
2023-09-22,0.0
2023-09-23,0.07
2023-09-24,0.02
2023-09-25,0.01
2023-09-26,0.0
2023-09-27,0.0
2023-09-28,0.04
2023-09-29,0.0
2023-09-30,0.0
2023-10-01,0.0
2023-10-02,0.0
2023-10-03,0.0
2023-10-04,0.0
2023-10-05,0.01
2023-10-06,0.0
2023-10-07,0.0
2023-10-08,0.0
2023-10-09,0.0
2023-10-10,0.0
2023-10-11,0.0
2023-10-12,0.0
2023-10-13,0.04
2023-10-14,0.36
2023-10-15,0.05
2023-10-16,0.0
2023-10-17,0.8500000000000001
2023-10-18,0.24
2023-10-19,21.4
2023-10-20,0.5800000000000001
2023-10-21,0.0
2023-10-22,25.07
2023-10-23,3.32
2023-10-24,0.69
2023-10-25,0.65
2023-10-26,0.04
2023-10-27,0.0
2023-10-28,0.76
2023-10-29,4.24
2023-10-30,5.3100000000000005
2023-10-31,0.06
2023-11-01,0.0
2023-11-02,1.54
2023-11-03,0.1699999999999999
2023-11-04,0.76
2023-11-05,0.0
2023-11-06,0.01
2023-11-07,0.0
2023-11-08,0.01
2023-11-09,0.03
2023-11-10,0.02
2023-11-11,0.0
2023-11-12,0.0
2023-11-13,0.09
2023-11-14,0.02
2023-11-15,0.0
2023-11-16,0.01
2023-11-17,0.01
2023-11-18,0.0
2023-11-19,0.0
2023-11-20,0.0
2023-11-21,0.0
2023-11-22,1.91
2023-11-23,0.09
2023-11-24,0.0
2023-11-25,0.02
2023-11-26,0.0
2023-11-27,0.0
2023-11-28,0.0
2023-11-29,1.77
2023-11-30,1.14
2023-12-01,17.669999999999998
2023-12-02,0.0
2023-12-03,0.0
2023-12-04,1.5
2023-12-05,0.1
2023-12-06,0.05
2023-12-07,0.11
2023-12-08,1.0
2023-12-09,0.0
2023-12-10,0.0
2023-12-11,0.0699999999999999
2023-12-12,0.01
2023-12-13,0.08
2023-12-14,0.0
2023-12-15,2.1500000000000004
2023-12-16,1.2000000000000002
2023-12-17,0.01
2023-12-18,0.01
2023-12-19,0.0
2023-12-20,0.02
2023-12-21,0.51
2023-12-22,0.09
2023-12-23,0.02
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,0.0
2023-12-27,0.0
2023-12-28,0.13
2023-12-29,0.0
2023-12-30,0.0
2023-12-31,0.0
2024-01-01,0.11
2024-01-02,0.0
2024-01-03,0.0
2024-01-04,14.01
2024-01-05,0.24
2024-01-06,0.01
2024-01-07,0.0
2024-01-08,1.76
2024-01-09,0.08
2024-01-10,0.0
2024-01-11,0.0
2024-01-12,0.04
2024-01-13,0.0
2024-01-14,0.01
2024-01-15,0.0999999999999999
2024-01-16,12.25
2024-01-17,7.82
2024-01-18,0.69
2024-01-19,9.75
2024-01-20,0.02
2024-01-21,0.11
2024-01-22,0.14
2024-01-23,0.32
2024-01-24,0.09
2024-01-25,0.02
2024-01-26,0.11
2024-01-27,0.07
2024-01-28,0.0
2024-01-29,0.1999999999999999
2024-01-30,0.05
2024-01-31,0.04
2024-02-01,0.03
2024-02-02,0.0
2024-02-03,0.02
2024-02-04,0.05
2024-02-05,0.07
2024-02-06,0.0
2024-02-07,0.04
2024-02-08,19.92
2024-02-09,31.37
2024-02-10,0.3399999999999999
2024-02-11,1.66
2024-02-12,0.76
2024-02-13,0.07
2024-02-14,0.01
2024-02-15,0.63
2024-02-16,0.0
2024-02-17,0.03
2024-02-18,0.0
2024-02-19,0.0
2024-02-20,0.02
2024-02-21,0.0
2024-02-22,2.17
2024-02-23,0.64
2024-02-24,0.1
2024-02-25,7.950000000000001
2024-02-26,5.369999999999999
2024-02-27,0.0
2024-02-28,0.0
2024-02-29,0.0
2024-03-01,0.0
2024-03-02,7.16
2024-03-03,0.23
2024-03-04,0.7000000000000001
2024-03-05,0.03
2024-03-06,0.14
2024-03-07,14.68
2024-03-08,12.13
2024-03-09,10.47
2024-03-10,3.1500000000000004
2024-03-11,0.02
2024-03-12,0.0
2024-03-13,0.0
2024-03-14,0.0
2024-03-15,0.16
2024-03-16,0.0
2024-03-17,0.02
2024-03-18,0.0
2024-03-19,0.0
2024-03-20,0.01
2024-03-21,0.46
2024-03-22,0.05
2024-03-23,0.0
2024-03-24,4.7700000000000005
2024-03-25,6.48
2024-03-26,4.72
2024-03-27,10.04
2024-03-28,22.11
2024-03-29,21.94
2024-03-30,11.77
2024-03-31,18.080000000000005
2024-04-01,0.24
2024-04-02,0.03
2024-04-03,0.41
2024-04-04,0.0
2024-04-05,0.0
2024-04-06,0.0
2024-04-07,0.01
2024-04-08,0.47
2024-04-09,0.2099999999999999
2024-04-10,0.3799999999999999
2024-04-11,0.0
2024-04-12,0.01
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,0.03
2024-04-16,0.0
2024-04-17,0.0
2024-04-18,0.0
2024-04-19,0.01
2024-04-20,0.33
2024-04-21,0.04
2024-04-22,0.01
2024-04-23,0.18
2024-04-24,0.02
2024-04-25,0.0
2024-04-26,1.07
2024-04-27,2.6100000000000003
2024-04-28,0.54
2024-04-29,1.31
2024-04-30,1.26
2024-05-01,2.8300000000000005
2024-05-02,0.11
2024-05-03,0.0
2024-05-04,0.08
2024-05-05,0.0
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,0.0
2024-05-10,0.0
2024-05-11,0.0
2024-05-12,0.0
2024-05-13,0.07
2024-05-14,0.05
2024-05-15,2.16
2024-05-16,0.31
2024-05-17,0.09
2024-05-18,0.08
2024-05-19,2.22
2024-05-20,3.86
2024-05-21,0.11
2024-05-22,0.0
2024-05-23,0.14
2024-05-24,0.1
2024-05-25,0.0
2024-05-26,0.05
2024-05-27,0.0
2024-05-28,0.0
2024-05-29,0.06
2024-05-30,0.0
2024-05-31,0.1
2024-06-01,0.01
2024-06-02,0.03
2024-06-03,0.14
2024-06-04,0.16
2024-06-05,0.09
2024-06-06,0.03
2024-06-07,0.3299999999999999
2024-06-08,0.19
2024-06-09,0.6400000000000001
2024-06-10,0.0
2024-06-11,0.22
2024-06-12,0.0999999999999999
2024-06-13,0.03
2024-06-14,0.07
2024-06-15,0.02
2024-06-16,0.1699999999999999
2024-06-17,0.04
2024-06-18,0.25
2024-06-19,3.33
2024-06-20,0.21
2024-06-21,0.08
2024-06-22,0.06
2024-06-23,0.05
2024-06-24,0.08
2024-06-25,0.0
2024-06-26,0.0699999999999999
2024-06-27,0.11
2024-06-28,4.67
2024-06-29,0.03
2024-06-30,0.13
2024-07-01,0.01
2024-07-02,0.0
2024-07-03,0.0
2024-07-04,0.01
2024-07-05,0.06
2024-07-06,0.0
2024-07-07,0.03
2024-07-08,0.0
2024-07-09,0.03
2024-07-10,0.0
2024-07-11,0.0
2024-07-12,0.02
2024-07-13,0.6000000000000001
2024-07-14,0.33
2024-07-15,0.04
2024-07-16,0.0
2024-07-17,0.02
2024-07-18,0.07
2024-07-19,0.11
2024-07-20,0.0
2024-07-21,0.29
2024-07-22,0.06
2024-07-23,0.8400000000000001
2024-07-24,0.15
2024-07-25,0.19
2024-07-26,0.0
2024-07-27,0.01
2024-07-28,0.04
2024-07-29,3.3000000000000003
2024-07-30,0.02
2024-07-31,0.0
2024-08-01,0.0
2024-08-02,0.2
2024-08-03,0.19
2024-08-04,0.21
2024-08-05,0.05
2024-08-06,0.0
2024-08-07,0.03
2024-08-08,0.0
2024-08-09,0.17
2024-08-10,0.0699999999999999
2024-08-11,0.16
2024-08-12,0.13
2024-08-13,0.0
2024-08-14,0.32
2024-08-15,0.0
2024-08-16,0.02
2024-08-17,0.13
2024-08-18,0.22
2024-08-19,0.09
2024-08-20,0.04
2024-08-21,0.24
2024-08-22,0.05
2024-08-23,0.26
2024-08-24,0.02
2024-08-25,0.1
2024-08-26,0.02
2024-08-27,0.02
2024-08-28,0.0
2024-08-29,0.04
2024-08-30,0.17
2024-08-31,0.03
2024-09-01,0.08
2024-09-02,0.0
2024-09-03,0.01
2024-09-04,0.01
2024-09-05,0.21
2024-09-06,0.19
2024-09-07,0.12
2024-09-08,0.1199999999999999
2024-09-09,0.01
2024-09-10,0.01
2024-09-11,0.03
2024-09-12,0.0
2024-09-13,0.1
2024-09-14,0.05
2024-09-15,0.24
2024-09-16,0.08
2024-09-17,0.09
2024-09-18,0.02
2024-09-19,0.0
2024-09-20,0.0
2024-09-21,0.13
2024-09-22,0.04
2024-09-23,0.0
2024-09-24,0.05
2024-09-25,0.0
2024-09-26,0.0
2024-09-27,0.02
2024-09-28,0.01
2024-09-29,0.0
2024-09-30,0.02
2024-10-01,0.0
2024-10-02,0.0
2024-10-03,0.0
2024-10-04,0.03
2024-10-05,0.03
2024-10-06,0.09
2024-10-07,0.99
2024-10-08,0.0
2024-10-09,1.0400000000000005
2024-10-10,0.0
2024-10-11,0.6200000000000001
2024-10-12,18.99
2024-10-13,15.95
2024-10-14,0.5800000000000001
2024-10-15,16.07
2024-10-16,11.900000000000002
2024-10-17,0.0
2024-10-18,0.39
2024-10-19,0.04
2024-10-20,0.05
2024-10-21,0.06
2024-10-22,0.08
2024-10-23,0.16
2024-10-24,0.11
2024-10-25,3.5000000000000004
2024-10-26,3.14
2024-10-27,0.0
2024-10-28,3.24
2024-10-29,34.9
2024-10-30,20.27
2024-10-31,0.77
2024-11-01,6.44
2024-11-02,0.06
2024-11-03,0.17
2024-11-04,0.16
2024-11-05,0.04
2024-11-06,0.13
2024-11-07,0.04
2024-11-08,0.22
2024-11-09,0.12
2024-11-10,0.1
2024-11-11,0.08
2024-11-12,0.0
2024-11-13,0.1
2024-11-14,29.49000000000001
2024-11-15,0.05
2024-11-16,0.16
2024-11-17,0.31
2024-11-18,0.18
2024-11-19,0.1699999999999999
2024-11-20,0.11
2024-11-21,0.06
2024-11-22,0.0
2024-11-23,0.1699999999999999
2024-11-24,0.0999999999999999
2024-11-25,0.8900000000000001
2024-11-26,0.17
2024-11-27,0.01
2024-11-28,0.03
2024-11-29,0.16
2024-11-30,0.0
2024-12-01,0.08
2024-12-02,0.02
2024-12-03,0.05
2024-12-04,0.0
2024-12-05,0.0
2024-12-06,0.12
2024-12-07,0.0
2024-12-08,0.0
2024-12-09,0.0
2024-12-10,0.02
2024-12-11,0.1
2024-12-12,2.16
2024-12-13,0.0
2024-12-14,0.06
2024-12-15,0.0699999999999999
2024-12-16,0.03
2024-12-17,0.04
2024-12-18,0.03
2024-12-19,0.22
2024-12-20,0.01
2024-12-21,0.11
2024-12-22,0.19
2024-12-23,0.03
2024-12-24,0.12
2024-12-25,0.01
2024-12-26,0.09
2024-12-27,0.0
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,0.0
2024-12-31,0.11
2025-01-01,0.06
2025-01-02,0.02
2025-01-03,0.0
2025-01-04,0.37
2025-01-05,9.04
2025-01-06,1.41
2025-01-07,0.13
2025-01-08,0.31
2025-01-09,0.07
2025-01-10,0.05
2025-01-11,0.0
2025-01-12,0.0
2025-01-13,0.1
2025-01-14,0.19
2025-01-15,0.01
2025-01-16,0.05
2025-01-17,0.23
2025-01-18,0.06
2025-01-19,0.0
2025-01-20,24.56
2025-01-21,11.34
2025-01-22,5.4
2025-01-23,2.37
2025-01-24,0.1
2025-01-25,1.3800000000000003
2025-01-26,1.42
2025-01-27,0.25
2025-01-28,2.38
2025-01-29,1.4
2025-01-30,0.11
2025-01-31,0.14
2025-02-01,0.0999999999999999
2025-02-02,0.15
2025-02-03,0.04
2025-02-04,0.32
2025-02-05,0.12
2025-02-06,0.25
2025-02-07,0.21
2025-02-08,0.04
2025-02-09,0.11
2025-02-10,0.05
2025-02-11,0.6799999999999999
2025-02-12,0.02
2025-02-13,0.08
2025-02-14,0.01
2025-02-15,0.07
2025-02-16,0.5
2025-02-17,0.35
2025-02-18,0.01
2025-02-19,0.03
2025-02-20,0.03
2025-02-21,0.7200000000000001
2025-02-22,2.7300000000000004
2025-02-23,0.02
2025-02-24,0.0
2025-02-25,0.01
2025-02-26,0.0
2025-02-27,0.0
2025-02-28,1.39
2025-03-01,0.0
2025-03-02,6.29
2025-03-03,17.240000000000002
2025-03-04,0.5800000000000001
2025-03-05,6.41
2025-03-06,0.01
2025-03-07,13.47
2025-03-08,24.72
2025-03-09,14.11
2025-03-10,15.24
2025-03-11,0.84
2025-03-12,0.4600000000000001
2025-03-13,30.69
2025-03-14,8.74
2025-03-15,0.5
2025-03-16,2.41
2025-03-17,28.95
2025-03-18,0.33
2025-03-19,0.06
2025-03-20,25.58
2025-03-21,5.450000000000001
2025-03-22,2.4
2025-03-23,1.87
2025-03-24,0.06
2025-03-25,0.12
2025-03-26,0.01
2025-03-27,0.0
2025-03-28,0.12
2025-03-29,0.02
2025-03-30,0.14
2025-03-31,0.04
2025-04-01,0.5000000000000001
2025-04-02,1.34
2025-04-03,5.619999999999999
2025-04-04,20.43
2025-04-05,0.0
2025-04-06,0.38
2025-04-07,0.06
2025-04-08,0.02
2025-04-09,0.01
2025-04-10,0.09
2025-04-11,22.0
2025-04-12,1.01
2025-04-13,0.16
2025-04-14,2.8100000000000005
2025-04-15,2.51
2025-04-16,0.5599999999999999
2025-04-17,0.02
2025-04-18,2.36
2025-04-19,1.01
2025-04-20,0.3399999999999999
2025-04-21,0.07
2025-04-22,0.09
2025-04-23,0.33
2025-04-24,0.0
2025-04-25,0.01
2025-04-26,0.71
2025-04-27,0.28
2025-04-28,0.0
2025-04-29,0.19
2025-04-30,1.42
2025-05-01,0.89
2025-05-02,8.440000000000001
2025-05-03,4.15
2025-05-04,3.850000000000001
2025-05-05,0.81
2025-05-06,0.6100000000000001
2025-05-07,0.25
2025-05-08,0.07
2025-05-09,0.0
2025-05-10,0.32
2025-05-11,1.64
2025-05-12,0.27
2025-05-13,1.1800000000000002
2025-05-14,1.8200000000000005
2025-05-15,1.15
2025-05-16,0.0
2025-05-17,0.02
2025-05-18,0.7799999999999999
2025-05-19,0.01
2025-05-20,0.0
2025-05-21,0.0
2025-05-22,0.0
2025-05-23,0.0
2025-05-24,0.01
2025-05-25,0.0
2025-05-26,0.0
2025-05-27,0.25
2025-05-28,0.0
2025-05-29,0.02
2025-05-30,0.03
2025-05-31,0.0
2025-06-01,0.0
2025-06-02,0.01
2025-06-03,0.16
