date,value
2025-06-04,0.01
2025-06-05,0.0
2025-06-06,0.0
2025-06-07,0.05
2025-06-08,0.0
2025-06-09,0.01
2025-06-10,0.03
2025-06-11,0.1199999999999999
2025-06-12,0.21
2025-06-13,0.0
2025-06-14,0.0
2025-06-15,0.0
2025-06-16,0.12
2025-06-17,0.02
2025-06-18,0.0
2025-06-19,0.0
2025-06-20,0.0
2025-06-21,0.05
2025-06-22,0.05
2025-06-23,0.28
2025-06-24,5.949999999999999
2025-06-25,0.03
2025-06-26,0.0
2025-06-27,0.0
2025-06-28,0.03
2025-06-29,0.08
2025-06-30,0.01
2025-07-01,0.19
2025-07-02,0.15
2025-07-03,0.06
2025-07-04,0.33
2025-07-05,0.06
2025-07-06,0.02
2025-07-07,0.05
2025-07-08,0.14
2025-07-09,0.09
2025-07-10,0.12
2025-07-11,0.07
2025-07-12,0.21
2025-07-13,0.19
2025-07-14,0.14
2025-07-15,0.6900000000000001
2025-07-16,0.65
2025-07-17,0.29
2025-07-18,0.36
2025-07-19,0.43
2025-07-20,0.5499999999999999
2025-07-21,0.25
2025-07-22,0.0799999999999999
2025-07-23,0.15
2025-07-24,0.22
2025-07-25,0.33
2025-07-26,0.0699999999999999
2025-07-27,0.25
2025-07-28,0.3
2025-07-29,0.25
2025-07-30,0.16
2025-07-31,0.06
2025-08-01,0.27
2025-08-02,0.2299999999999999
2025-08-03,0.11
2025-08-04,0.0
2025-08-05,0.13
2025-08-06,0.1099999999999999
2025-08-07,0.1099999999999999
2025-08-08,0.0
2025-08-09,0.0
2025-08-10,0.07
2025-08-11,0.4
2025-08-12,0.28
2025-08-13,0.37
2025-08-14,0.06
2025-08-15,0.39
2025-08-16,0.07
2025-08-17,0.05
2025-08-18,0.02
2025-08-19,0.06
2025-08-20,0.28
2025-08-21,0.98
2025-08-22,0.2
2025-08-23,0.2299999999999999
2025-08-24,0.18
2025-08-25,0.3
2025-08-26,0.39
2025-08-27,0.15
2025-08-28,0.13
2025-08-29,0.42
2025-08-30,0.14
2025-08-31,0.16
2025-09-01,0.11
2025-09-02,0.95
2025-09-03,0.5800000000000001
2025-09-04,0.3
2025-09-05,0.13
2025-09-06,0.18
2025-09-07,0.43
2025-09-08,0.05
2025-09-09,0.1
2025-09-10,0.3
2025-09-11,0.42
2025-09-12,0.24
2025-09-13,0.04
2025-09-14,0.2799999999999999
2025-09-15,0.3
2025-09-16,0.3399999999999999
2025-09-17,0.18
2025-09-18,0.3399999999999999
2025-09-19,0.32
2025-09-20,0.7000000000000001
2025-09-21,0.62
2025-09-22,0.28
2025-09-23,0.3
2025-09-24,0.12
2025-09-25,0.38
2025-09-26,0.28
2025-09-27,0.38
2025-09-28,1.67
2025-09-29,0.22
2025-09-30,0.17
2025-10-01,0.06
2025-10-02,0.31
2025-10-03,0.36
2025-10-04,0.4599999999999999
2025-10-05,0.49
2025-10-06,0.09
2025-10-07,0.21
2025-10-08,0.1099999999999999
2025-10-09,0.06
2025-10-10,0.1699999999999999
2025-10-11,0.35
2025-10-12,0.13
2025-10-13,0.12
2025-10-14,0.04
2025-10-15,0.1
2025-10-16,0.25
2025-10-17,0.31
2025-10-18,0.2199999999999999
2025-10-19,0.12
2025-10-20,0.23
2025-10-21,0.21
2025-10-22,0.11
2025-10-23,0.0
2025-10-24,0.04
2025-10-25,0.07
2025-10-26,0.42
2025-10-27,10.419999999999998
2025-10-28,2.59
2025-10-29,27.1
2025-10-30,0.25
2025-10-31,4.209999999999999
2025-11-01,0.16
2025-11-02,0.18
2025-11-03,0.08
2025-11-04,0.03
2025-11-05,2.8999999999999995
2025-11-06,0.1
2025-11-07,0.36
2025-11-08,0.05
2025-11-09,0.13
2025-11-10,0.08
2025-11-11,0.28
2025-11-12,0.03
2025-11-13,23.980000000000004
2025-11-14,18.49
2025-11-15,5.610000000000001
2025-11-17,0.17
2025-11-18,0.1899999999999999
2025-11-19,0.07
2025-11-20,0.02
2025-11-21,0.01
2025-11-22,0.42
2025-11-23,0.12
2025-11-24,1.68
2025-11-25,0.17
2025-11-26,1.94
2025-11-27,1.0
2025-11-28,0.01
2025-11-29,0.05
2025-11-30,0.0999999999999999
2025-12-01,0.21
2025-12-02,2.72
2025-12-03,0.08
2025-12-04,1.19
2025-12-05,0.4
2025-12-06,0.01
2025-12-07,0.01
2025-12-08,0.03
2025-12-09,0.14
2025-12-10,30.959999999999997
2025-12-11,0.0
2025-12-12,1.99
2025-12-13,1.02
2025-12-14,1.9900000000000004
2025-12-15,6.2700000000000005
2025-12-16,0.67
2025-12-17,0.05
2025-12-18,0.01
2025-12-19,45.370000000000005
2025-12-20,0.28
2025-12-21,1.66
2025-12-22,0.7500000000000001
2025-12-23,2.3600000000000003
2025-12-24,0.03
2025-12-25,0.0
2025-12-26,0.0
2025-12-27,18.31
2025-12-28,0.12
2025-12-29,0.0
2025-12-30,0.0
2025-12-31,0.01
2026-01-01,0.04
2026-01-02,0.0
2026-01-03,7.920000000000001
2026-01-04,12.1
2026-01-05,0.02
2026-01-06,0.05
2026-01-07,0.42
2026-01-08,0.04
2026-01-09,0.12
2026-01-10,0.01
2026-01-11,0.0
2026-01-12,0.02
2026-01-13,6.12
2026-01-14,0.0
2026-01-16,7.239999999999999
2026-01-17,0.6800000000000002
2026-01-18,1.9
2026-01-19,0.0
2026-01-20,0.0
2026-01-21,5.390000000000001
2026-01-22,3.15
2026-01-23,11.86
2026-01-24,0.8800000000000001
2026-01-25,1.95
2026-01-26,0.32
2026-01-27,31.21
2026-01-28,18.8
2026-01-29,0.25
2026-01-30,0.08
2026-01-31,0.04
2026-02-01,0.0
2026-02-02,9.09
2026-02-03,10.329999999999998
2026-02-04,22.870000000000005
2026-02-05,0.0
2026-04-28,0.04
2026-04-29,0.06
2026-04-30,0.0
2026-05-01,0.0
2026-05-04,0.01
2026-05-05,0.0
2026-05-06,0.06
2026-05-07,0.0
2026-05-08,0.0
2026-05-09,4.54
2026-05-11,0.0
2026-05-12,0.08
2026-05-13,0.0
2026-05-14,0.11
2026-05-15,0.0
2026-05-16,0.0
2026-05-18,0.05
2026-05-19,0.0
2026-05-20,0.06
2026-05-21,0.02
2026-05-22,0.0
2026-05-23,0.01
2026-05-24,0.01
2026-05-25,0.0
2026-05-26,0.0
2026-05-27,0.01
2026-05-28,0.0
2026-05-29,0.0
2026-05-30,0.01
2026-05-31,0.01
2026-06-01,0.02
2026-06-02,0.0
2026-06-03,0.0
2026-06-04,0.0
2026-06-05,0.0
2026-06-06,0.0
2026-06-07,0.0
2026-06-08,0.0
2026-06-09,0.01
2026-06-10,0.06
2026-06-11,0.0
2026-06-12,0.0
2026-06-13,0.0
2026-06-14,0.0999999999999999
2026-06-15,0.0
2026-06-16,0.0
2026-06-17,0.01
2026-06-18,0.0
2026-06-19,0.06
2026-06-20,0.13
2026-06-21,0.0
2026-06-22,0.0
2026-06-23,0.0
2026-06-24,0.0
2026-06-25,0.0
2026-06-26,0.0
2026-06-27,0.0
2026-06-28,0.02
2026-06-29,0.0
2026-06-30,0.0
2026-07-01,0.19
2026-07-02,0.0
2026-07-03,0.07
2026-07-04,0.0
2026-07-05,0.0
2026-07-06,0.0
2026-07-07,0.07
2026-07-08,0.0
2026-07-10,0.0
2026-07-11,0.0
2026-07-12,0.0
2026-07-13,0.0
2026-07-14,0.0
2026-07-15,0.0
2026-07-16,0.0
2026-07-17,0.01
2026-07-18,0.0
2026-07-19,0.0
2026-07-20,0.0
2026-07-21,0.0
2026-07-22,0.0
2026-07-23,0.0
2026-07-24,0.05
2026-07-25,0.09
2026-07-26,0.0
2026-07-27,0.0
2026-07-28,0.05
2026-07-29,0.0
2026-07-30,0.0
2026-07-31,0.0
2026-08-01,0.02
2026-08-02,0.0
2026-08-03,0.0
2026-08-04,0.0
2026-08-05,0.0
2026-08-06,0.0
2026-08-07,0.0
2026-08-08,0.0
2026-08-09,0.0
2026-08-10,0.0
2026-08-11,0.02
2026-08-12,0.01
2026-08-13,0.0
2026-08-14,0.0
2026-08-15,0.0
2026-08-16,0.0
2026-08-17,0.01
2026-08-18,0.01
2026-08-19,0.0
2026-08-20,2.11
2026-08-21,0.0
2026-08-22,0.0
2026-08-23,0.0
2026-08-24,0.16
2026-08-25,0.0
2026-08-26,0.0
2026-08-27,0.0
2026-08-28,0.0
2026-08-29,0.02
2026-08-30,0.0
2026-08-31,0.0
2026-09-01,0.0
2026-09-02,0.0
2026-09-03,0.0
2026-09-04,0.0
2026-09-05,0.0
2026-09-06,0.01
2026-09-07,0.0
