site,date,n_scenes,scenes,coverage,cloud_frac,valid_frac,blue_median,mndwi_thr,thr_method,water_nir_green,water_blue,site_ha,water_ha,water_frac,wet_veg_ha,ndwi_water_ha,scl_water_ha,ndti_mean,ndci_mean,ndci_p90,bloom_frac,quality,processed_at
tablas-daimiel,2018-09-06,1,S2B_30SVJ_20180906_0_L2A,1.0,0.1508,0.8492,0.0673,0.043,otsu,0.618,0.0309,3100.1,191.9,0.0729,34.8,195.9,137.2,-0.1978,0.3227,0.4505,0.7561,ok,2026-09-03T06:58:13+00:00
tablas-daimiel,2018-09-11,1,S2A_30SVJ_20180911_0_L2A,1.0,0.0409,0.9591,0.0597,-0.0195,otsu,0.739,0.0254,3100.1,200.0,0.0673,41.5,213.5,146.9,-0.1667,0.3224,0.448,0.7468,ok,2026-09-03T06:58:13+00:00
tablas-daimiel,2018-09-16,2,S2B_30SVJ_20180916_0_L2A;S2B_30SVJ_20180916_1_L2A,1.0,0.0246,0.9754,0.055,0.0273,otsu,0.775,0.0253,3100.1,188.7,0.0624,63.3,216.2,184.8,-0.1835,0.3136,0.476,0.6829,ok,2026-09-03T06:58:20+00:00
tablas-daimiel,2018-09-21,2,S2A_30SVJ_20180921_0_L2A;S2A_30SVJ_20180921_1_L2A,1.0,0.0244,0.9756,0.0465,-0.0039,otsu,0.764,0.0199,3100.1,204.8,0.0677,50.4,215.7,169.8,-0.1572,0.3012,0.4636,0.6488,ok,2026-09-03T06:58:25+00:00
tablas-daimiel,2018-09-26,1,S2B_30SVJ_20180926_0_L2A,1.0,0.7488,0.2512,0.1238,0.0586,otsu,0.727,0.0859,3100.1,130.1,0.1671,35.5,122.5,22.8,-0.1396,0.1811,0.3135,0.4673,nublado,2026-09-03T06:58:20+00:00
tablas-daimiel,2018-10-01,2,S2A_30SVJ_20181001_0_L2A;S2A_30SVJ_20181001_1_L2A,1.0,0.0278,0.9722,0.0524,0.0117,otsu,0.882,0.0214,3100.1,97.2,0.0323,135.8,194.0,143.2,-0.1242,0.1879,0.381,0.3529,ok,2026-09-03T06:58:20+00:00
tablas-daimiel,2018-10-06,1,S2B_30SVJ_20181006_0_L2A,1.0,0.0282,0.9718,0.0532,0.0586,otsu,0.863,0.0171,3100.1,104.6,0.0347,109.6,195.2,162.4,-0.1617,0.244,0.447,0.5113,ok,2026-09-03T06:58:20+00:00
tablas-daimiel,2018-10-16,1,S2B_30SVJ_20181016_0_L2A,1.0,0.0106,0.9894,0.0439,0.0742,otsu,1.062,0.0119,3100.1,143.7,0.0468,77.1,192.2,183.6,-0.1721,0.2966,0.4816,0.6194,ok,2026-09-03T06:58:20+00:00
tablas-daimiel,2018-10-21,1,S2A_30SVJ_20181021_1_L2A,1.0,0.6278,0.3722,0.0771,-0.3164,otsu,1.375,0.1026,3100.1,77.5,0.0672,181.8,0.0,7.8,0.046,0.0769,0.1008,0.001,nublado,2026-09-03T06:58:20+00:00
tablas-daimiel,2018-11-15,1,S2B_30SVJ_20181115_0_L2A,1.0,0.4854,0.5146,0.0844,-0.3398,otsu,1.458,0.0961,3100.1,298.9,0.1873,388.7,2.1,31.5,0.0582,0.0793,0.1085,0.0004,nublado,2026-09-03T06:58:20+00:00
tablas-daimiel,2018-11-30,1,S2A_30SVJ_20181130_0_L2A,1.0,0.0313,0.9687,0.0364,-0.043,otsu,0.608,0.0072,3100.1,168.2,0.056,26.4,182.6,192.6,-0.1144,0.3002,0.4121,0.8045,ok,2026-09-03T06:58:20+00:00
tablas-daimiel,2018-12-05,1,S2B_30SVJ_20181205_0_L2A,1.0,0.3734,0.6266,0.0629,-0.1914,otsu,0.702,0.0374,3100.1,139.6,0.0719,25.9,100.7,0.0,-0.0617,0.1812,0.2703,0.4232,nublado,2026-09-03T06:58:20+00:00
tablas-daimiel,2018-12-10,1,S2A_30SVJ_20181210_0_L2A,1.0,0.0376,0.9624,0.042,-0.2852,otsu,0.881,0.0022,3100.1,141.2,0.0473,66.1,120.6,117.2,-0.0419,0.21,0.3127,0.5943,ok,2026-09-03T06:58:20+00:00
tablas-daimiel,2018-12-15,1,S2B_30SVJ_20181215_0_L2A,1.0,0.0966,0.9034,0.0361,-0.0039,otsu,0.008,0.0001,3100.1,95.6,0.0342,2.4,114.6,140.5,-0.2199,0.4216,0.5147,0.9716,espectro_anomalo,2026-09-03T06:58:20+00:00
tablas-daimiel,2018-12-30,1,S2A_30SVJ_20181230_0_L2A,1.0,0.014,0.986,0.0377,-0.1523,otsu,0.335,0.0026,3100.1,158.4,0.0518,40.3,184.2,204.4,-0.1017,0.2271,0.3233,0.7011,ok,2026-09-03T06:58:20+00:00
tablas-daimiel,2019-01-04,1,S2B_30SVJ_20190104_0_L2A,1.0,0.0127,0.9873,0.0503,-0.082,otsu,0.376,0.0164,3100.1,200.4,0.0655,36.4,195.0,208.6,-0.0921,0.1478,0.2523,0.2443,ok,2026-09-03T06:58:25+00:00
tablas-daimiel,2019-01-09,1,S2A_30SVJ_20190109_0_L2A,1.0,0.0127,0.9873,0.0423,-0.1445,otsu,0.299,0.0048,3100.1,177.9,0.0581,38.9,195.4,205.2,-0.0839,0.1584,0.2818,0.261,ok,2026-09-03T06:58:25+00:00
tablas-daimiel,2019-01-14,1,S2B_30SVJ_20190114_0_L2A,1.0,0.0161,0.9839,0.0484,-0.1055,otsu,0.296,0.0093,3100.1,188.0,0.0616,14.9,194.6,203.9,-0.0823,0.1544,0.2851,0.2311,ok,2026-09-03T06:58:25+00:00
tablas-daimiel,2019-01-19,1,S2A_30SVJ_20190119_0_L2A,1.0,0.5757,0.4243,0.1088,0.0,fijo,,,3100.1,0.0,0.0,0.0,0.0,16.0,,,,,nublado,2026-09-03T06:58:25+00:00
tablas-daimiel,2019-02-03,1,S2B_30SVJ_20190203_0_L2A,1.0,0.0112,0.9888,0.0471,-0.082,otsu,0.377,0.0132,3100.1,181.1,0.0591,24.3,195.8,204.0,-0.1381,0.2128,0.3233,0.6654,ok,2026-09-03T06:58:25+00:00
tablas-daimiel,2019-02-08,2,S2A_30SVJ_20190208_0_L2A;S2A_30SVJ_20190208_1_L2A,1.0,0.0099,0.9901,0.0472,-0.1445,otsu,0.31,0.0092,3100.1,193.2,0.0629,33.0,215.6,203.8,-0.0816,0.1633,0.3206,0.5537,ok,2026-09-03T06:58:25+00:00
tablas-daimiel,2019-02-13,1,S2B_30SVJ_20190213_0_L2A,1.0,0.9938,0.0062,0.1667,0.0,fijo,,,3100.1,0.0,0.0,0.0,0.0,0.0,,,,,nublado,2026-09-03T06:58:25+00:00
tablas-daimiel,2019-02-28,1,S2A_30SVJ_20190228_0_L2A,1.0,0.5681,0.4319,0.0491,-0.2383,otsu,0.213,0.0011,3100.1,128.4,0.0959,11.8,148.6,98.4,-0.0354,0.1529,0.2227,0.1611,nublado,2026-09-03T06:58:25+00:00
tablas-daimiel,2019-03-05,1,S2B_30SVJ_20190305_0_L2A,1.0,0.6038,0.3962,0.0908,0.0,fijo,1.362,0.0877,3100.1,7.8,0.0064,5.4,27.0,33.6,-0.1112,0.0257,0.1345,0.0051,nublado,2026-09-03T06:58:25+00:00
tablas-daimiel,2019-03-10,1,S2A_30SVJ_20190310_0_L2A,1.0,0.0099,0.9901,0.0547,-0.1055,otsu,0.219,0.0085,3100.1,210.0,0.0684,12.4,244.5,203.4,-0.0985,0.1221,0.2105,0.1215,ok,2026-09-03T06:58:25+00:00
tablas-daimiel,2019-03-15,1,S2B_30SVJ_20190315_0_L2A,1.0,0.0107,0.9893,0.0605,-0.0508,otsu,0.291,0.0182,3100.1,223.6,0.0729,5.7,241.0,205.5,-0.088,0.0989,0.2146,0.1114,ok,2026-09-03T06:58:25+00:00
tablas-daimiel,2019-03-20,1,S2A_30SVJ_20190320_0_L2A,1.0,0.0135,0.9865,0.0596,-0.1055,otsu,0.187,0.0116,3100.1,223.4,0.0731,6.5,242.8,187.0,-0.0693,0.1056,0.2205,0.1169,ok,2026-09-03T06:58:36+00:00
tablas-daimiel,2019-03-25,2,S2B_30SVJ_20190325_0_L2A;S2B_30SVJ_20190325_1_L2A,1.0,0.0055,0.9945,0.0694,-0.1445,otsu,0.45,0.0244,3100.1,281.0,0.0911,16.7,229.0,204.4,-0.0249,0.0623,0.1533,0.0333,ok,2026-09-03T06:58:36+00:00
tablas-daimiel,2019-03-30,2,S2A_30SVJ_20190330_0_L2A;S2A_30SVJ_20190330_1_L2A,1.0,0.0054,0.9946,0.0691,-0.1836,otsu,0.397,0.0253,3100.1,297.6,0.0965,13.2,237.4,175.6,-0.0237,0.0747,0.1471,0.0405,ok,2026-09-03T06:58:36+00:00
tablas-daimiel,2019-04-04,2,S2B_30SVJ_20190404_0_L2A;S2B_30SVJ_20190404_1_L2A,1.0,0.0047,0.9953,0.0632,-0.043,otsu,0.242,0.0178,3100.1,220.6,0.0715,3.0,242.9,220.0,-0.0837,0.0922,0.1831,0.0847,ok,2026-09-03T06:58:36+00:00
tablas-daimiel,2019-04-14,2,S2B_30SVJ_20190414_0_L2A;S2B_30SVJ_20190414_1_L2A,1.0,0.0742,0.9258,0.0749,-0.2148,otsu,0.471,0.0352,3100.1,231.6,0.0807,31.5,166.2,62.0,-0.0308,0.0895,0.1491,0.0345,ok,2026-09-03T06:58:36+00:00
