site,date,n_scenes,scenes,coverage,cloud_frac,valid_frac,blue_median,mndwi_thr,thr_method,water_nir_green,water_blue,site_ha,water_ha,water_frac,wet_veg_ha,ndwi_water_ha,scl_water_ha,ndti_mean,ndci_mean,ndci_p90,bloom_frac,quality,processed_at
brenne,2017-11-27,1,S2B_31TCM_20171127_0_L2A,1.0,0.5274,0.4726,0.1033,-0.3398,otsu,0.667,0.0633,57957.1,379.4,0.0138,17067.4,45.1,28.6,-0.0041,0.0842,0.1128,0.0043,nublado,2026-09-03T17:49:26+00:00
brenne,2017-12-20,1,S2B_30TYS_20171220_0_L2A,0.032,0.823,0.0058,0.077,0.1367,otsu,0.819,0.0291,57957.1,23.0,0.0688,2.0,26.5,27.7,-0.2273,0.1011,0.2128,0.1132,sin_datos,2026-09-03T17:49:26+00:00
brenne,2018-02-23,4,S2A_30TYS_20180223_0_L2A;S2A_30TYT_20180223_0_L2A;S2A_31TCM_20180223_0_L2A;S2A_31TCN_20180223_0_L2A,1.0,0.0847,0.9153,0.0334,-0.0508,otsu,0.723,0.0265,57957.1,3554.3,0.067,378.2,3009.2,4309.1,-0.0392,0.0957,0.1938,0.0898,ok,2026-09-03T17:49:26+00:00
brenne,2018-02-25,1,S2B_30TYS_20180225_0_L2A,0.032,0.0052,0.0318,0.0383,-0.0898,otsu,0.798,0.0253,57957.1,83.2,0.0451,3.8,67.6,79.1,0.0114,0.1235,0.1917,0.0563,sin_datos,2026-09-03T17:49:26+00:00
brenne,2018-03-07,1,S2B_31TCN_20180307_0_L2A,0.0375,0.9411,0.0022,0.1267,0.082,otsu,1.04,0.1696,57957.1,40.9,0.3196,21.4,11.4,10.0,-0.0571,0.0354,0.0547,0.0,sin_datos,2026-09-03T17:49:26+00:00
brenne,2018-03-17,2,S2B_30TYS_20180317_0_L2A;S2B_31TCN_20180317_0_L2A,0.0695,0.3874,0.0426,0.0597,0.0,fijo,0.767,0.0308,57957.1,36.8,0.0149,2.7,35.0,39.8,-0.0576,0.1059,0.2028,0.1042,sin_datos,2026-09-03T17:49:26+00:00
brenne,2018-03-20,8,S2B_30TYS_20180320_0_L2A;S2B_30TYS_20180320_1_L2A;S2B_30TYT_20180320_0_L2A;S2B_30TYT_20180320_1_L2A;S2B_31TCM_20180320_0_L2A;S2B_31TCM_20180320_1_L2A;S2B_31TCN_20180320_0_L2A;S2B_31TCN_20180320_1_L2A,1.0,0.0014,0.9986,0.0366,-0.0977,otsu,0.633,0.024,57957.1,3893.4,0.0673,286.4,3396.8,3611.0,-0.029,0.0867,0.1737,0.0576,ok,2026-09-03T17:50:30+00:00
brenne,2018-04-01,5,S2A_30TYT_20180401_0_L2A;S2A_30TYT_20180401_1_L2A;S2A_31TCM_20180401_0_L2A;S2A_31TCN_20180401_0_L2A;S2A_31TCN_20180401_1_L2A,1.0,0.5438,0.4562,0.0649,0.0,fijo,0.531,0.029,57957.1,636.8,0.0241,234.4,686.1,555.6,-0.0876,0.0557,0.1404,0.0486,nublado,2026-09-03T17:50:30+00:00
brenne,2018-04-06,2,S2B_30TYS_20180406_0_L2A;S2B_31TCM_20180406_0_L2A,1.0,0.4917,0.5083,0.0456,-0.2383,otsu,0.712,0.025,57957.1,1445.2,0.0491,1005.8,692.7,286.7,-0.0177,0.0759,0.1324,0.0082,nublado,2026-09-03T17:49:26+00:00
brenne,2018-04-16,4,S2B_30TYS_20180416_0_L2A;S2B_30TYT_20180416_0_L2A;S2B_31TCM_20180416_0_L2A;S2B_31TCN_20180416_0_L2A,1.0,0.5893,0.4107,0.071,-0.2461,otsu,0.584,0.0494,57957.1,727.6,0.0306,5575.0,433.9,298.8,-0.0546,0.0698,0.1296,0.0132,nublado,2026-09-03T17:50:30+00:00
