site,date,n_scenes,scenes,coverage,cloud_frac,valid_frac,blue_median,mndwi_thr,thr_method,water_nir_green,water_blue,site_ha,water_ha,water_frac,wet_veg_ha,ndwi_water_ha,scl_water_ha,ndti_mean,ndci_mean,ndci_p90,bloom_frac,quality,processed_at
grand-lieu,2018-07-18,4,S2B_30TWT_20180718_0_L2A;S2B_30TWT_20180718_1_L2A;S2B_30TXT_20180718_0_L2A;S2B_30TXT_20180718_1_L2A,1.0,0.0013,0.9987,0.0364,0.1133,otsu,0.594,0.0249,6299.3,861.6,0.137,291.2,949.1,795.2,-0.2369,0.3604,0.4067,0.9961,ok,2026-09-03T15:00:02+00:00
grand-lieu,2018-07-21,1,S2B_30TXT_20180721_0_L2A,0.5058,0.7685,0.1187,0.0759,-0.0664,otsu,0.611,0.062,6299.3,79.8,0.1067,133.1,62.8,38.0,-0.1462,0.1606,0.2532,0.2533,parcial,2026-09-03T15:00:02+00:00
grand-lieu,2018-07-23,2,S2A_30TWT_20180723_0_L2A;S2A_30TXT_20180723_0_L2A,1.0,0.1028,0.8972,0.0254,0.1289,otsu,0.583,0.0139,6299.3,865.1,0.1531,152.4,911.8,860.8,-0.2169,0.3871,0.4348,0.9996,ok,2026-09-03T15:00:02+00:00
grand-lieu,2018-07-26,2,S2A_30TWT_20180726_0_L2A;S2A_30TXT_20180726_0_L2A,0.9998,0.0087,0.9911,0.0216,0.0586,otsu,0.623,0.0112,6299.3,932.5,0.1494,168.5,947.2,706.9,-0.1937,0.4001,0.4497,0.9997,ok,2026-09-03T15:00:29+00:00
grand-lieu,2018-07-28,1,S2B_30TXT_20180728_0_L2A,0.5058,0.9802,0.011,0.1174,-0.0742,otsu,,,6299.3,2.9,0.0415,13.6,0.0,0.0,-0.053,0.1075,0.1313,0.0,parcial,2026-09-03T15:00:29+00:00
grand-lieu,2018-07-31,2,S2B_30TWT_20180731_0_L2A;S2B_30TWT_20180731_1_L2A,1.0,0.2312,0.7688,0.0344,0.082,otsu,0.743,0.0237,6299.3,563.2,0.1163,194.4,597.6,542.5,-0.1561,0.3273,0.3858,0.9529,nublado,2026-09-03T15:00:29+00:00
grand-lieu,2018-08-02,4,S2A_30TWT_20180802_0_L2A;S2A_30TWT_20180802_1_L2A;S2A_30TXT_20180802_0_L2A;S2A_30TXT_20180802_1_L2A,1.0,0.0017,0.9983,0.022,0.0977,otsu,0.783,0.0091,6299.3,680.4,0.1082,405.6,850.0,862.6,-0.2195,0.4447,0.493,0.9995,ok,2026-09-03T15:00:29+00:00
grand-lieu,2018-08-05,4,S2A_30TWT_20180805_0_L2A;S2A_30TWT_20180805_1_L2A;S2A_30TXT_20180805_0_L2A;S2A_30TXT_20180805_1_L2A,1.0,0.0024,0.9976,0.0283,0.0508,otsu,0.728,0.0181,6299.3,778.1,0.1238,323.1,867.7,822.5,-0.2116,0.4136,0.4764,0.9994,ok,2026-09-03T15:00:29+00:00
grand-lieu,2018-08-07,2,S2B_30TWT_20180807_0_L2A;S2B_30TWT_20180807_1_L2A,1.0,0.7031,0.2969,0.0693,-0.1289,otsu,1.183,0.0918,6299.3,63.8,0.0341,769.2,0.0,3.4,-0.0018,0.1042,0.1383,0.0013,nublado,2026-09-03T15:00:29+00:00
grand-lieu,2018-08-17,4,S2B_30TWT_20180817_0_L2A;S2B_30TWT_20180817_1_L2A;S2B_30TXT_20180817_0_L2A;S2B_30TXT_20180817_1_L2A,1.0,0.5056,0.4944,0.0652,0.0273,otsu,0.776,0.0478,6299.3,287.6,0.0923,151.4,296.1,275.2,-0.1711,0.1978,0.2803,0.5083,nublado,2026-09-03T15:00:29+00:00
grand-lieu,2018-08-22,4,S2A_30TWT_20180822_0_L2A;S2A_30TWT_20180822_1_L2A;S2A_30TXT_20180822_0_L2A;S2A_30TXT_20180822_1_L2A,1.0,0.0031,0.9969,0.0197,0.043,otsu,0.902,0.0059,6299.3,457.4,0.0728,610.8,723.8,691.8,-0.1731,0.4149,0.4532,0.9988,ok,2026-09-03T15:00:29+00:00
grand-lieu,2018-08-27,3,S2B_30TWT_20180827_0_L2A;S2B_30TWT_20180827_1_L2A;S2B_30TXT_20180827_0_L2A,1.0,0.5766,0.4234,0.1665,0.1992,otsu,0.713,0.1735,6299.3,563.0,0.2111,564.8,549.7,95.8,-0.1367,0.0691,0.0942,0.0,nublado,2026-09-03T15:00:29+00:00
grand-lieu,2018-09-01,4,S2A_30TWT_20180901_0_L2A;S2A_30TWT_20180901_1_L2A;S2A_30TXT_20180901_0_L2A;S2A_30TXT_20180901_1_L2A,1.0,0.0042,0.9958,0.0232,0.0586,otsu,0.863,0.0113,6299.3,342.6,0.0546,745.5,812.5,817.6,-0.1902,0.3869,0.451,0.9985,ok,2026-09-03T15:00:29+00:00
grand-lieu,2018-09-04,4,S2A_30TWT_20180904_0_L2A;S2A_30TWT_20180904_1_L2A;S2A_30TXT_20180904_0_L2A;S2A_30TXT_20180904_1_L2A,1.0,0.1014,0.8986,0.0281,0.0508,otsu,0.947,0.0197,6299.3,451.3,0.0797,573.9,610.0,633.5,-0.147,0.3273,0.3928,0.9942,ok,2026-09-03T15:00:29+00:00
grand-lieu,2018-09-09,4,S2B_30TWT_20180909_0_L2A;S2B_30TWT_20180909_1_L2A;S2B_30TXT_20180909_0_L2A;S2B_30TXT_20180909_1_L2A,1.0,0.0016,0.9984,0.0236,0.0664,otsu,0.944,0.0138,6299.3,145.5,0.0231,983.7,624.7,640.1,-0.1594,0.3603,0.4199,0.9975,incoherente,2026-09-03T15:00:29+00:00
grand-lieu,2018-09-11,2,S2A_30TWT_20180911_0_L2A;S2A_30TXT_20180911_0_L2A,1.0,0.0043,0.9957,0.0253,0.0977,otsu,0.805,0.0126,6299.3,219.1,0.0349,850.3,891.9,867.3,-0.2069,0.3909,0.4822,0.998,ok,2026-09-03T15:00:55+00:00
grand-lieu,2018-09-14,4,S2A_30TWT_20180914_0_L2A;S2A_30TWT_20180914_1_L2A;S2A_30TXT_20180914_0_L2A;S2A_30TXT_20180914_1_L2A,1.0,0.0065,0.9935,0.025,0.0742,otsu,0.997,0.0135,6299.3,153.7,0.0246,923.8,503.8,791.4,-0.1769,0.366,0.4483,0.9987,incoherente,2026-09-03T15:00:55+00:00
grand-lieu,2018-09-24,2,S2A_30TWT_20180924_0_L2A;S2A_30TXT_20180924_0_L2A,1.0,0.1155,0.8845,0.0225,0.0352,otsu,1.139,0.0145,6299.3,78.6,0.0141,903.4,127.0,689.7,-0.1975,0.3487,0.3844,0.9868,espectro_anomalo,2026-09-03T15:00:55+00:00
grand-lieu,2018-09-26,4,S2B_30TWT_20180926_0_L2A;S2B_30TWT_20180926_1_L2A;S2B_30TXT_20180926_0_L2A;S2B_30TXT_20180926_1_L2A,1.0,0.0035,0.9965,0.0244,-0.0039,otsu,1.075,0.0128,6299.3,94.1,0.015,1128.2,225.0,898.4,-0.1788,0.3443,0.4189,0.9966,incoherente,2026-09-03T15:00:55+00:00
grand-lieu,2018-09-29,4,S2B_30TWT_20180929_0_L2A;S2B_30TWT_20180929_1_L2A;S2B_30TXT_20180929_0_L2A;S2B_30TXT_20180929_1_L2A,1.0,0.0044,0.9956,0.0215,-0.0117,otsu,1.044,0.0119,6299.3,55.0,0.0088,1204.8,232.3,862.2,-0.1467,0.3312,0.3988,0.9927,incoherente,2026-09-03T15:00:55+00:00
grand-lieu,2018-10-01,2,S2A_30TXT_20181001_0_L2A;S2A_30TXT_20181001_1_L2A,0.5058,0.8747,0.0639,0.0518,-0.3398,otsu,,,6299.3,1.2,0.003,56.9,0.3,0.0,0.007,0.1153,0.2449,0.3333,parcial,2026-09-03T15:00:55+00:00
grand-lieu,2018-10-04,2,S2A_30TWT_20181004_0_L2A;S2A_30TXT_20181004_0_L2A,1.0,0.007,0.993,0.0184,0.0586,otsu,0.811,0.0077,6299.3,478.4,0.0765,698.9,890.8,992.4,-0.2369,0.461,0.5274,0.9998,ok,2026-09-03T15:00:55+00:00
grand-lieu,2018-10-09,4,S2B_30TWT_20181009_0_L2A;S2B_30TWT_20181009_1_L2A;S2B_30TXT_20181009_0_L2A;S2B_30TXT_20181009_1_L2A,1.0,0.002,0.998,0.0223,0.0742,otsu,0.785,0.0133,6299.3,463.0,0.0736,870.6,944.5,1342.2,-0.2616,0.4562,0.5176,0.9998,ok,2026-09-03T15:00:55+00:00
grand-lieu,2018-10-16,1,S2B_30TXT_20181016_0_L2A,0.5058,0.4817,0.2634,0.0672,0.0586,otsu,0.754,0.0545,6299.3,417.2,0.2515,95.4,481.1,652.0,-0.2286,0.2536,0.3574,0.6865,parcial,2026-09-03T15:00:55+00:00
