site,date,n_scenes,scenes,coverage,cloud_frac,valid_frac,blue_median,site_ha,water_ha,water_frac,wet_veg_ha,ndwi_water_ha,scl_water_ha,ndti_mean,ndci_mean,ndci_p90,bloom_frac,quality,processed_at
mar-menor,2019-05-16,4,S2A_30SXG_20190516_0_L2A;S2A_30SXG_20190516_1_L2A;S2A_30SYG_20190516_0_L2A;S2A_30SYG_20190516_1_L2A,1.0,0.0134,0.9866,0.0606,13582.8,13114.1,0.9787,4.6,13237.6,13284.5,-0.1931,-0.0142,0.017,0.0014,ok,2026-09-02T13:04:49+00:00
mar-menor,2019-05-26,4,S2A_30SXG_20190526_0_L2A;S2A_30SXG_20190526_1_L2A;S2A_30SYG_20190526_0_L2A;S2A_30SYG_20190526_1_L2A,1.0,0.003,0.997,0.075,13582.8,13332.3,0.9845,2.6,13362.6,13389.0,-0.1272,0.0005,0.0243,0.001,ok,2026-09-02T13:04:49+00:00
mar-menor,2019-05-31,4,S2B_30SXG_20190531_0_L2A;S2B_30SXG_20190531_1_L2A;S2B_30SYG_20190531_0_L2A;S2B_30SYG_20190531_1_L2A,1.0,0.0032,0.9968,0.0697,13582.8,13306.8,0.9828,11.8,13341.6,13391.7,-0.1425,-0.0138,0.0116,0.001,ok,2026-09-02T13:04:49+00:00
mar-menor,2019-06-05,4,S2A_30SXG_20190605_0_L2A;S2A_30SXG_20190605_1_L2A;S2A_30SYG_20190605_0_L2A;S2A_30SYG_20190605_1_L2A,1.0,0.397,0.603,0.0698,13582.8,8018.7,0.9791,1.9,8045.3,8070.4,-0.0987,-0.0053,0.0129,0.0005,nublado,2026-09-02T13:04:49+00:00
mar-menor,2019-06-10,4,S2B_30SXG_20190610_0_L2A;S2B_30SXG_20190610_1_L2A;S2B_30SYG_20190610_0_L2A;S2B_30SYG_20190610_1_L2A,1.0,0.0042,0.9958,0.0831,13582.8,13310.5,0.9841,1.0,13338.9,13369.8,-0.0859,-0.0077,0.0113,0.0002,ok,2026-09-02T13:04:49+00:00
mar-menor,2019-06-15,4,S2A_30SXG_20190615_0_L2A;S2A_30SXG_20190615_1_L2A;S2A_30SYG_20190615_0_L2A;S2A_30SYG_20190615_1_L2A,1.0,0.0041,0.9959,0.0865,13582.8,13323.2,0.985,0.2,13356.6,13376.4,-0.0963,-0.0058,0.016,0.0001,ok,2026-09-02T13:04:49+00:00
mar-menor,2019-06-20,4,S2B_30SXG_20190620_0_L2A;S2B_30SXG_20190620_1_L2A;S2B_30SYG_20190620_0_L2A;S2B_30SYG_20190620_1_L2A,1.0,0.0033,0.9967,0.0671,13582.8,13306.6,0.9829,1.3,13361.5,13387.9,-0.1342,-0.0122,0.0137,0.0012,ok,2026-09-02T13:05:42+00:00
mar-menor,2019-06-25,2,S2A_30SXG_20190625_0_L2A;S2A_30SYG_20190625_0_L2A,1.0,0.0047,0.9953,0.0855,13582.8,13311.9,0.9847,0.4,13356.8,13369.4,-0.0725,0.0089,0.0237,0.0,ok,2026-09-02T13:05:42+00:00
mar-menor,2019-06-30,4,S2B_30SXG_20190630_0_L2A;S2B_30SXG_20190630_1_L2A;S2B_30SYG_20190630_0_L2A;S2B_30SYG_20190630_1_L2A,1.0,0.0025,0.9975,0.0589,13582.8,13313.4,0.9827,1.5,13364.6,13400.2,-0.142,-0.0102,0.0184,0.0015,ok,2026-09-02T13:05:42+00:00
mar-menor,2019-07-05,4,S2A_30SXG_20190705_0_L2A;S2A_30SXG_20190705_1_L2A;S2A_30SYG_20190705_1_L2A;S2A_30SYG_20190705_2_L2A,1.0,0.0029,0.9971,0.0737,13582.8,13344.6,0.9853,0.3,13370.6,13393.1,-0.0991,0.0121,0.026,0.0,ok,2026-09-02T13:05:42+00:00
mar-menor,2019-07-10,4,S2B_30SXG_20190710_0_L2A;S2B_30SXG_20190710_1_L2A;S2B_30SYG_20190710_0_L2A;S2B_30SYG_20190710_1_L2A,1.0,0.0028,0.9972,0.0676,13582.8,13311.4,0.9827,1.3,13365.8,13396.4,-0.1383,-0.0063,0.0149,0.0018,ok,2026-09-02T13:05:42+00:00
mar-menor,2019-07-15,4,S2A_30SXG_20190715_0_L2A;S2A_30SXG_20190715_1_L2A;S2A_30SYG_20190715_0_L2A;S2A_30SYG_20190715_1_L2A,1.0,0.2006,0.7994,0.0807,13582.8,10344.8,0.9527,58.5,10643.1,10720.2,-0.1095,0.0084,0.0297,0.0002,nublado,2026-09-02T13:05:42+00:00
mar-menor,2019-07-20,4,S2B_30SXG_20190720_0_L2A;S2B_30SXG_20190720_1_L2A;S2B_30SYG_20190720_0_L2A;S2B_30SYG_20190720_1_L2A,1.0,0.2122,0.7878,0.0926,13582.8,10212.9,0.9544,0.0,10589.8,10746.8,-0.0781,0.0062,0.0194,0.0,nublado,2026-09-02T13:05:42+00:00
mar-menor,2019-07-25,4,S2A_30SXG_20190725_0_L2A;S2A_30SXG_20190725_1_L2A;S2A_30SYG_20190725_0_L2A;S2A_30SYG_20190725_1_L2A,1.0,0.0025,0.9975,0.0617,13582.8,13345.4,0.985,0.9,13385.2,13399.0,-0.1625,-0.0051,0.015,0.0017,ok,2026-09-02T13:05:42+00:00
mar-menor,2019-07-30,4,S2B_30SXG_20190730_0_L2A;S2B_30SXG_20190730_1_L2A;S2B_30SYG_20190730_0_L2A;S2B_30SYG_20190730_1_L2A,1.0,0.0375,0.9625,0.0681,13582.8,12815.3,0.9803,2.0,12918.6,12951.5,-0.1698,-0.0142,0.0113,0.0014,ok,2026-09-02T13:05:42+00:00
mar-menor,2019-08-04,4,S2A_30SXG_20190804_0_L2A;S2A_30SXG_20190804_1_L2A;S2A_30SYG_20190804_0_L2A;S2A_30SYG_20190804_1_L2A,1.0,0.0024,0.9976,0.0702,13582.8,13343.4,0.9848,0.0,13374.9,13401.0,-0.1207,0.0105,0.0262,0.0,ok,2026-09-02T13:05:42+00:00
mar-menor,2019-08-09,4,S2B_30SXG_20190809_0_L2A;S2B_30SXG_20190809_1_L2A;S2B_30SYG_20190809_0_L2A;S2B_30SYG_20190809_1_L2A,1.0,0.0019,0.9981,0.0604,13582.8,13306.7,0.9816,1.4,13348.8,13403.7,-0.1355,-0.0093,0.0106,0.0008,ok,2026-09-02T13:06:43+00:00
mar-menor,2019-08-14,4,S2A_30SXG_20190814_0_L2A;S2A_30SXG_20190814_1_L2A;S2A_30SYG_20190814_0_L2A;S2A_30SYG_20190814_1_L2A,1.0,0.0025,0.9975,0.0417,13582.8,13315.0,0.9827,3.9,13379.2,13405.8,-0.2619,-0.0322,0.0051,0.0048,ok,2026-09-02T13:05:42+00:00
mar-menor,2019-08-19,4,S2B_30SXG_20190819_0_L2A;S2B_30SXG_20190819_1_L2A;S2B_30SYG_20190819_0_L2A;S2B_30SYG_20190819_1_L2A,1.0,0.0041,0.9959,0.0452,13582.8,13304.8,0.9836,2.6,13359.5,13382.4,-0.2471,-0.042,-0.0136,0.003,ok,2026-09-02T13:06:43+00:00
mar-menor,2019-08-24,4,S2A_30SXG_20190824_0_L2A;S2A_30SXG_20190824_1_L2A;S2A_30SYG_20190824_0_L2A;S2A_30SYG_20190824_1_L2A,1.0,0.0147,0.9853,0.0408,13582.8,13156.9,0.9831,3.0,13225.6,13263.9,-0.3017,-0.0511,-0.0123,0.0071,ok,2026-09-02T13:05:42+00:00
mar-menor,2019-08-29,2,S2B_30SYG_20190829_0_L2A;S2B_30SYG_20190829_1_L2A,0.0211,1.0,0.0,,13582.8,0.0,0.0,0.0,0.0,0.0,,,,,sin_datos,2026-09-02T13:06:43+00:00
mar-menor,2019-09-03,4,S2A_30SXG_20190903_0_L2A;S2A_30SXG_20190903_1_L2A;S2A_30SYG_20190903_0_L2A;S2A_30SYG_20190903_1_L2A,1.0,0.025,0.975,0.0389,13582.8,12988.6,0.9808,2.6,13086.1,13133.1,-0.2503,-0.0321,0.0024,0.0056,ok,2026-09-02T13:06:43+00:00
mar-menor,2019-09-13,6,S2A_30SXG_20190913_0_L2A;S2A_30SXG_20190913_1_L2A;S2A_30SXG_20190913_2_L2A;S2A_30SXG_20190913_3_L2A;S2A_30SYG_20190913_0_L2A;S2A_30SYG_20190913_3_L2A,1.0,0.0134,0.9866,0.0711,13582.8,13347.2,0.996,3.2,12291.1,13308.6,-0.0911,-0.0469,0.026,0.0,ok,2026-09-02T13:06:43+00:00
mar-menor,2019-09-18,4,S2B_30SXG_20190918_0_L2A;S2B_30SXG_20190918_1_L2A;S2B_30SYG_20190918_0_L2A;S2B_30SYG_20190918_1_L2A,1.0,0.3538,0.6462,0.0328,13582.8,8563.1,0.9756,44.7,8654.8,8672.8,-0.195,0.1202,0.1613,0.0178,nublado,2026-09-02T13:06:43+00:00
mar-menor,2019-09-28,4,S2B_30SXG_20190928_0_L2A;S2B_30SXG_20190928_1_L2A;S2B_30SYG_20190928_0_L2A;S2B_30SYG_20190928_1_L2A,1.0,0.1006,0.8994,0.0313,13582.8,11968.8,0.9797,5.8,12069.2,12124.9,-0.256,-0.0614,0.0057,0.0047,ok,2026-09-02T13:06:43+00:00
mar-menor,2019-10-03,4,S2A_30SXG_20191003_0_L2A;S2A_30SXG_20191003_1_L2A;S2A_30SYG_20191003_0_L2A;S2A_30SYG_20191003_1_L2A,1.0,0.003,0.997,0.018,13582.8,13326.2,0.9841,9.7,13364.6,13402.6,-0.2758,-0.0744,-0.0237,0.0057,ok,2026-09-02T13:06:43+00:00
mar-menor,2019-10-08,4,S2B_30SXG_20191008_0_L2A;S2B_30SXG_20191008_1_L2A;S2B_30SYG_20191008_0_L2A;S2B_30SYG_20191008_1_L2A,1.0,0.0689,0.9311,0.0223,13582.8,12138.8,0.9598,15.8,12481.7,12568.1,-0.2772,-0.0211,0.0423,0.0135,ok,2026-09-02T13:06:43+00:00
mar-menor,2019-10-13,4,S2A_30SXG_20191013_0_L2A;S2A_30SXG_20191013_1_L2A;S2A_30SYG_20191013_0_L2A;S2A_30SYG_20191013_1_L2A,1.0,0.0015,0.9985,0.0115,13582.8,13345.9,0.984,3.4,13396.3,13422.9,-0.2438,-0.0599,0.0082,0.0058,ok,2026-09-02T13:06:43+00:00
mar-menor,2019-10-23,2,S2A_30SXG_20191023_0_L2A;S2A_30SXG_20191023_1_L2A,1.0,0.0021,0.9979,0.0187,13582.8,13386.5,0.9876,5.7,13396.8,13435.8,-0.2711,-0.036,0.0227,0.0048,ok,2026-09-02T13:06:43+00:00
mar-menor,2019-10-28,2,S2B_30SYG_20191028_0_L2A;S2B_30SYG_20191028_1_L2A,0.0211,1.0,0.0,,13582.8,0.0,0.0,0.0,0.0,0.0,,,,,sin_datos,2026-09-02T13:06:43+00:00
mar-menor,2019-11-02,3,S2A_30SXG_20191102_0_L2A;S2A_30SYG_20191102_0_L2A;S2A_30SYG_20191102_1_L2A,1.0,0.9997,0.0003,0.171,13582.8,3.4,0.977,0.0,3.4,3.9,-0.0545,0.0323,0.0433,0.0,nublado,2026-09-02T13:08:28+00:00
mar-menor,2019-11-07,4,S2B_30SXG_20191107_0_L2A;S2B_30SXG_20191107_1_L2A;S2B_30SYG_20191107_0_L2A;S2B_30SYG_20191107_1_L2A,1.0,0.532,0.468,0.0242,13582.8,5821.6,0.9157,109.4,6057.7,6246.4,-0.203,0.0578,0.1178,0.0046,nublado,2026-09-02T13:08:28+00:00
mar-menor,2019-11-12,4,S2A_30SXG_20191112_0_L2A;S2A_30SXG_20191112_1_L2A;S2A_30SYG_20191112_0_L2A;S2A_30SYG_20191112_1_L2A,1.0,0.0024,0.9976,0.0177,13582.8,13352.5,0.9854,11.6,13333.6,13422.9,-0.2349,0.0093,0.0603,0.0072,ok,2026-09-02T13:08:28+00:00
mar-menor,2019-11-27,4,S2B_30SXG_20191127_0_L2A;S2B_30SXG_20191127_1_L2A;S2B_30SYG_20191127_0_L2A;S2B_30SYG_20191127_1_L2A,1.0,0.4978,0.5022,0.0225,13582.8,6668.8,0.9776,4.2,6692.1,6700.5,-0.3669,-0.0962,-0.0246,0.0102,nublado,2026-09-02T13:08:28+00:00
mar-menor,2019-12-07,3,S2B_30SXG_20191207_0_L2A;S2B_30SYG_20191207_0_L2A;S2B_30SYG_20191207_1_L2A,1.0,0.9499,0.0501,0.1167,13582.8,339.6,0.4994,78.5,562.0,683.0,-0.0934,0.0106,0.0579,0.0,nublado,2026-09-02T13:08:28+00:00
mar-menor,2019-12-22,4,S2A_30SXG_20191222_0_L2A;S2A_30SXG_20191222_1_L2A;S2A_30SYG_20191222_0_L2A;S2A_30SYG_20191222_1_L2A,1.0,0.0024,0.9976,0.0296,13582.8,13373.6,0.987,9.0,13387.6,13430.2,-0.3074,-0.0343,0.0207,0.0045,ok,2026-09-02T13:08:28+00:00
mar-menor,2019-12-27,3,S2B_30SXG_20191227_0_L2A;S2B_30SXG_20191227_1_L2A;S2B_30SYG_20191227_0_L2A,1.0,0.8574,0.1426,0.0487,13582.8,1889.9,0.9755,0.5,1894.0,1887.4,-0.2253,-0.0356,0.0022,0.0,nublado,2026-09-02T13:08:28+00:00
mar-menor,2020-01-01,4,S2A_30SXG_20200101_0_L2A;S2A_30SXG_20200101_1_L2A;S2A_30SYG_20200101_0_L2A;S2A_30SYG_20200101_1_L2A,1.0,0.0039,0.9961,0.0284,13582.8,13310.8,0.9838,16.8,13336.0,13410.0,-0.3766,-0.0885,-0.0169,0.0068,ok,2026-09-02T13:08:28+00:00
mar-menor,2020-01-06,4,S2B_30SXG_20200106_0_L2A;S2B_30SXG_20200106_1_L2A;S2B_30SYG_20200106_0_L2A;S2B_30SYG_20200106_1_L2A,1.0,0.0016,0.9984,0.0315,13582.8,13345.8,0.9841,21.3,13347.1,13434.6,-0.3657,-0.0938,-0.0248,0.0064,ok,2026-09-02T13:08:28+00:00
mar-menor,2020-01-11,4,S2A_30SXG_20200111_0_L2A;S2A_30SXG_20200111_1_L2A;S2A_30SYG_20200111_0_L2A;S2A_30SYG_20200111_1_L2A,1.0,0.0018,0.9982,0.0169,13582.8,13342.7,0.9841,14.8,13361.4,13439.7,-0.4671,-0.1976,-0.068,0.0088,ok,2026-09-02T13:08:28+00:00
mar-menor,2020-01-16,4,S2B_30SXG_20200116_0_L2A;S2B_30SXG_20200116_1_L2A;S2B_30SYG_20200116_0_L2A;S2B_30SYG_20200116_1_L2A,1.0,0.0017,0.9983,0.0205,13582.8,13283.5,0.9796,21.0,13313.9,13431.3,-0.5336,-0.285,-0.0928,0.0094,ok,2026-09-02T13:09:24+00:00
mar-menor,2020-01-21,2,S2A_30SYG_20200121_0_L2A;S2A_30SYG_20200121_1_L2A,0.0211,0.7954,0.0043,0.1505,13582.8,58.5,0.998,0.0,58.5,58.6,-0.0615,-0.007,0.0074,0.0,sin_datos,2026-09-02T13:08:28+00:00
mar-menor,2020-01-26,4,S2B_30SXG_20200126_0_L2A;S2B_30SXG_20200126_1_L2A;S2B_30SYG_20200126_0_L2A;S2B_30SYG_20200126_1_L2A,1.0,0.0031,0.9969,0.0202,13582.8,13347.9,0.9858,5.1,13365.2,13420.6,-0.4962,-0.1072,0.0443,0.0161,ok,2026-09-02T13:09:24+00:00
mar-menor,2020-01-31,4,S2A_30SXG_20200131_0_L2A;S2A_30SXG_20200131_1_L2A;S2A_30SYG_20200131_0_L2A;S2A_30SYG_20200131_1_L2A,1.0,0.0021,0.9979,0.0179,13582.8,13324.2,0.983,14.0,13335.6,13427.4,-0.4972,-0.1241,-0.0345,0.0081,ok,2026-09-02T13:09:24+00:00
mar-menor,2020-02-05,2,S2B_30SYG_20200205_0_L2A;S2B_30SYG_20200205_1_L2A,0.0211,0.9989,0.0,0.2146,13582.8,0.0,0.0,0.0,0.1,0.0,,,,,sin_datos,2026-09-02T13:08:28+00:00
mar-menor,2020-02-10,4,S2A_30SXG_20200210_0_L2A;S2A_30SXG_20200210_1_L2A;S2A_30SYG_20200210_0_L2A;S2A_30SYG_20200210_1_L2A,1.0,0.0021,0.9979,0.0102,13582.8,13301.2,0.9814,23.5,13338.8,13423.4,-0.6616,-0.5322,-0.1542,0.0118,ok,2026-09-02T13:09:24+00:00
mar-menor,2020-02-15,2,S2B_30SXG_20200215_0_L2A;S2B_30SXG_20200215_1_L2A,1.0,0.0019,0.9981,0.0282,13582.8,13330.3,0.9833,30.4,13339.0,13423.9,-0.4471,-0.1197,-0.0295,0.008,ok,2026-09-02T13:09:24+00:00
mar-menor,2020-02-20,4,S2A_30SXG_20200220_0_L2A;S2A_30SXG_20200220_1_L2A;S2A_30SYG_20200220_0_L2A;S2A_30SYG_20200220_1_L2A,1.0,0.0034,0.9966,0.0155,13582.8,13255.2,0.9792,43.5,13284.2,13401.8,-0.483,-0.2547,-0.1067,0.0129,ok,2026-09-02T13:09:24+00:00
mar-menor,2020-02-25,4,S2B_30SXG_20200225_0_L2A;S2B_30SXG_20200225_1_L2A;S2B_30SYG_20200225_0_L2A;S2B_30SYG_20200225_1_L2A,1.0,0.1988,0.8012,0.0133,13582.8,10524.7,0.9671,213.3,10720.7,10790.6,-0.5467,-0.1477,0.0588,0.0423,ok,2026-09-02T13:09:24+00:00
mar-menor,2020-03-06,4,S2B_30SXG_20200306_0_L2A;S2B_30SXG_20200306_1_L2A;S2B_30SYG_20200306_0_L2A;S2B_30SYG_20200306_1_L2A,1.0,0.7015,0.2985,0.0367,13582.8,3969.8,0.9792,10.1,3978.9,3992.1,-0.2903,-0.0261,0.0409,0.0092,nublado,2026-09-02T13:09:24+00:00
mar-menor,2020-03-11,4,S2A_30SXG_20200311_0_L2A;S2A_30SXG_20200311_1_L2A;S2A_30SYG_20200311_0_L2A;S2A_30SYG_20200311_1_L2A,1.0,0.0022,0.9978,0.0149,13582.8,13296.3,0.9811,21.2,13328.0,13414.8,-0.484,-0.2191,-0.0762,0.0118,ok,2026-09-02T13:09:24+00:00
mar-menor,2020-03-16,1,S2B_30SYG_20200316_0_L2A,0.0211,0.9989,0.0,0.2015,13582.8,0.3,0.875,0.0,0.3,0.7,-0.0952,0.012,0.0462,0.0,sin_datos,2026-09-02T13:09:24+00:00
mar-menor,2020-03-26,4,S2B_30SXG_20200326_0_L2A;S2B_30SXG_20200326_1_L2A;S2B_30SYG_20200326_0_L2A;S2B_30SYG_20200326_1_L2A,1.0,0.7932,0.2068,0.0696,13582.8,2727.2,0.9711,20.6,2752.4,2774.0,-0.2472,-0.0548,0.0293,0.005,nublado,2026-09-02T13:09:24+00:00
mar-menor,2020-03-31,2,S2A_30SYG_20200331_0_L2A;S2A_30SYG_20200331_1_L2A,0.0211,0.999,0.0,0.164,13582.8,0.3,1.0,0.0,0.3,0.2,-0.0415,-0.0011,0.012,0.0,sin_datos,2026-09-02T13:09:24+00:00
